270;"Modification of Registry Run Keys";Detailed;Stable;"An adversary adds a new entry to the run keys in the registry so that an application of their choosing is executed when a user logs in. In this way; the adversary can get their executable to operate and run on the target system with the authorized user's level of permissions.";"";Medium;Medium;"::NATURE:ChildOf:CAPEC ID:203::";"";"::The adversary must have gained access to the target system via physical or logical means in order to carry out this attack.::";"";"";"";"::SCOPE:IntegrityTECHNICAL IMPACT:Modify Data:TECHNICAL IMPACT:Gain Privileges::";"::Identify programs that may be used to acquire process information and block them by using a software restriction policy or tools that restrict program execution by using a process allowlist.::";"::An adversary can place a malicious executable (RAT) on the target system and then configure it to automatically run when the user logs in to maintain persistence on the target system.::Through the modification of registry run keys the adversary can masquerade a malicious executable as a legitimate program.::";"::15::";"TAXONOMY NAME:ATTACK:ENTRY ID:1547.001:ENTRY NAME:Boot or Logon Autostart Execution:Registry Run Keys – Start Folder::";"";
478;"Modification of Windows Service Configuration";Detailed;Usable;"An adversary exploits a weakness in access control to modify the execution parameters of a Windows service. Specifically; if the permissions for users and groups are not properly assigned and allow access to the registry keys used to store the configuration information for a service; then an adversary could change settings defining the path to the executable and cause a malicious binary to be executed.";"";Low;High;"::NATURE:ChildOf:CAPEC ID:203::";"";"::The adversary must have the capability to write to the Windows Registry on the targeted system.::";"";"::None: No specialized resources are required to execute this type of attack.::";"";"::SCOPE:IntegrityTECHNICAL IMPACT:Execute Unauthorized Commands:NOTE:Integrity Execute Unauthorized Commands By altering specific configuration settings for the service; the adversary could run arbitrary code to be executed.::";"::Ensure proper permissions are set for Registry hives to prevent users from modifying keys for system components that may lead to privilege escalation.::";"";"::284::";"TAXONOMY NAME:ATTACK:ENTRY ID:1574.011:ENTRY NAME:Hijack Execution Flow:Service Registry Permissions Weakness::::TAXONOMY NAME:ATTACK:ENTRY ID:1543.003:ENTRY NAME:Create or Modify System Process:Windows Service::";"";
146;"XML Schema Poisoning";Detailed;Stable;"An adversary corrupts or modifies the content of XML schema information passed between a client and server for the purpose of undermining the security of the target. XML Schemas provide the structure and content definitions for XML documents. Schema poisoning is the ability to manipulate a schema either by replacing or modifying it to compromise the programs that process documents that use this schema. Possible attacks are denial of service attacks by modifying the schema so that it does not contain required information for subsequent processing. For example; the unaltered schema may require a @name attribute in all submitted documents. If the adversary removes this attribute from the schema then documents created using the new grammar may lack this field; which may cause the processing application to enter an unexpected state or record incomplete data. In addition; manipulation of the data types described in the schema may affect the results of calculations taken by the document reader. For example; a float field could be changed to an int field. Finally; the adversary may change the encoding defined in the schema for certain fields allowing the contents to bypass filters that scan for dangerous strings. For example; the modified schema might use a URL encoding instead of ASCII; and a filter that catches a semicolon (;) might fail to detect its URL encoding (%3B).";"";Low;High;"::NATURE:ChildOf:CAPEC ID:271::";"";"::Some level of access to modify the target schema.::The schema used by the target application must be improperly secured against unauthorized modification and manipulation.::";"";"::Access to the schema and the knowledge and ability modify it. Ability to replace or redirect access to the modified schema.::";"";"::SCOPE:AvailabilityTECHNICAL IMPACT:Unreliable Execution:TECHNICAL IMPACT:Resource Consumption:NOTE:Availability Unreliable Execution Resource Consumption A successful schema poisoning attack can compromise the availability of the target system's service by exhausting its available resources.::SCOPE:IntegrityTECHNICAL IMPACT:Modify Data::SCOPE:ConfidentialityTECHNICAL IMPACT:Read Data::";"::Design: Protect the schema against unauthorized modification.::Implementation: For applications that use a known schema; use a local copy or a known good repository instead of the schema reference supplied in the XML document. Additionally; ensure that the proper permissions are set on local files to avoid unauthorized modification.::Implementation: For applications that leverage remote schemas; use the HTTPS protocol to prevent modification of traffic in transit and to avoid unauthorized modification.::";"::XML Schema Poisoning Attacks can often occur locally due to being embedded within the XML document itself or being located on the host within an improperaly protected file. In these cases; the adversary can simply edit the XML schema without the need for additional privileges. An example of the former can be seen below: <?xml version=1.0?> <!DOCTYPE contact [ <!ELEMENT contact (name;phone;email;address)> <!ELEMENT name (#PCDATA)> <!ELEMENT phone (#PCDATA)> <!ELEMENT email (#PCDATA)> <!ELEMENT address (#PCDATA)> ]> <note> <name>John Smith</name> <phone>555-1234</phone> <email>jsmith@email.com</email> <address>1 Example Lane</address> </note></capec:Code> If the 'name' attribute is required in all submitted documents and this field is removed by the adversary; the application may enter an unexpected state or record incomplete data. Additionally; if this data is needed to perform additional functions; a Denial of Service (DOS) may occur.::XML Schema Poisoning Attacks can also be executed remotely if the HTTP protocol is being used to transport data. : <?xml version=1.0?> <!DOCTYPE contact SYSTEM http://example.com/contact.dtd[ <note> <name>John Smith</name> <phone>555-1234</phone> <email>jsmith@email.com</email> <address>1 Example Lane</address> </note></capec:Code> The HTTP protocol does not encrypt the traffic it transports; so all communication occurs in plaintext. This traffic can be observed and modified by the adversary during transit to alter the XML schema before it reaches the end user. The adversary can perform a Man-in-the-Middle (MITM) Attack to alter the schema in the same way as the previous example and to acheive the same results.::";"::15::472::";"";"";
444;"Development Alteration";Standard;Stable;"An adversary modifies a technology; product; or component during its development to acheive a negative impact once the system is deployed. The goal of the adversary is to modify the system in such a way that the negative impact can be leveraged when the system is later deployed. Development alteration attacks may include attacks that insert malicious logic into the system's software; modify or replace hardware components; and other attacks which negatively impact the system during development. These attacks generally require insider access to modify source code or to tamper with hardware components. The product is then delivered to the user where the negative impact can be leveraged at a later time.";"";Medium;High;"::NATURE:ChildOf:CAPEC ID:438::";"";"::Access to the system during the development phase to alter and/or modify software and hardware components. This access is often obtained via insider access or by leveraging another attack pattern to gain permissions that the adversary wouldn't normally have.::";"";"";"";"::SCOPE:AuthorizationTECHNICAL IMPACT:Execute Unauthorized Commands::SCOPE:AvailabilityTECHNICAL IMPACT:Unreliable Execution::SCOPE:IntegrityTECHNICAL IMPACT:Alter Execution Logic::";"::Assess software and software components during development and prior to deployment to ensure that they function as intended and without any malicious functionality.::";"";"";"";"";
447;"Design Alteration";Standard;Stable;"An adversary modifies the design of a technology; product; or component to acheive a negative impact once the system is deployed. In this type of attack; the goal of the adversary is to modify the design of the system; prior to development starting; in such a way that the negative impact can be leveraged when the system is later deployed. Design alteration attacks differ from development alteration attacks in that design alteration attacks take place prior to development and which then may or may not be developed by the adverary. Design alteration attacks include modifying system designs to degrade system performance; cause unexpected states or errors; and general design changes that may lead to additional vulnerabilities. These attacks generally require insider access to modify design documents; but they may also be spoofed via web communications. The product is then developed and delivered to the user where the negative impact can be leveraged at a later time.";"";Medium;High;"::NATURE:ChildOf:CAPEC ID:438::";"";"::Access to system design documentation prior to the development phase. This access is often obtained via insider access or by leveraging another attack pattern to gain permissions that the adversary wouldn't normally have.::Ability to forge web communications to deliver modified design documentation.::";"";"";"";"::SCOPE:AuthorizationTECHNICAL IMPACT:Execute Unauthorized Commands::SCOPE:AvailabilityTECHNICAL IMPACT:Unreliable Execution::SCOPE:IntegrityTECHNICAL IMPACT:Alter Execution Logic::";"::Assess design documentation prior to development to ensure that they function as intended and without any malicious functionality.::Ensure that design documentation is saved in a secure location and has proper access controls set in place to avoid unnecessary modification.::";"";"";"";"";
445;"Malicious Logic Insertion into Product Software via Configuration Management Manipulation";Detailed;Stable;"An adversary exploits a configuration management system so that malicious logic is inserted into a software products build; update or deployed environment. If an adversary can control the elements included in a product's configuration management for build they can potentially replace; modify or insert code files containing malicious logic. If an adversary can control elements of a product's ongoing operational configuration management baseline they can potentially force clients receiving updates from the system to install insecure software when receiving updates from the server. Configuration management servers operate on the basis of a client pool; instructing each client on which software to install. In some cases the configuration management server will automate the software installation process. A malicious insider or an adversary who has compromised the server can alter the software baseline that clients must install; allowing the adversary to compromise a large number of satellite machines using the configuration management system. If an adversary can control elements of a product's configuration management for its deployed environment they can potentially alter fundamental security properties of the system based on assumptions that secure configurations are in place.";"";Medium;High;"::NATURE:ChildOf:CAPEC ID:444::";"";"::Access to the configuration management system during deployment or currently deployed at a victim location. This access is often obtained via insider access or by leveraging another attack pattern to gain permissions that the adversary wouldn't normally have.::";"";"";"";"::SCOPE:AuthorizationTECHNICAL IMPACT:Execute Unauthorized Commands::";"::Assess software during development and prior to deployment to ensure that it functions as intended and without any malicious functionality.::Leverage anti-virus products to detect and quarantine software with known virus.::";"";"";"";"";
446;"Malicious Logic Insertion into Product Software via Inclusion of 3rd Party Component Dependency";Detailed;Stable;"An adversary conducts supply chain attacks by the inclusion of insecure 3rd party components into a technology; product; or code-base; possibly packaging a malicious driver or component along with the product before shipping it to the consumer or acquirer. The result is a window of opportunity for exploiting the product or software until the insecure component is discovered. This supply chain threat can result in the installation of software that introduces widespread security vulnerabilities within an organization. One example could be the inclusion of an exploitable DLL (Dynamic Link Library) included within an antivirus technology. Because software often depends upon a large number of interdependent libraries and components to be present; security holes can be introduced merely by installing COTS software that comes pre-packaged with the components required for it to operate.";"";Medium;High;"::NATURE:ChildOf:CAPEC ID:444::";"";"::Access to the software during the development phase. This access is often obtained via insider access to include the 3rd party component after deployment.::";"";"";"";"::SCOPE:AuthorizationTECHNICAL IMPACT:Execute Unauthorized Commands::";"::Assess software during development and prior to deployment to ensure that it functions as intended and without any malicious functionality.::";"";"";"";"";
443;"Malicious Logic Inserted Into Product Software by Authorized Developer";Detailed;Stable;"An adversary uses their privileged position within an authorized software development organization to inject malicious logic into a codebase or product. Supply chain attacks from approved or trusted developers are extremely difficult to detect as it is generally assumed the quality control and internal security measures of these organizations conform to best practices. In some cases the malicious logic is intentional; embedded by a disgruntled employee; programmer; or individual with an otherwise hidden agenda. In other cases; the integrity of the product is compromised by accident (e.g. by lapse in the internal security of the organization that results in a product becoming contaminated). In other cases; the developer embeds a backdoor into a product to serve some purpose; such as product support; but discovery of the backdoor results in its malicious use by adversaries.";"";Medium;High;"::NATURE:ChildOf:CAPEC ID:444::";"";"::Access to the software during the development phase.::";"";"";"";"::SCOPE:AuthorizationTECHNICAL IMPACT:Execute Unauthorized Commands::";"::Assess software during development and prior to deployment to ensure that it functions as intended and without any malicious functionality.::";"";"";"";"";
511;"Infiltration of Software Development Environment";Detailed;Draft;"An attacker uses common delivery mechanisms such as email attachments or removable media to infiltrate the IDE (Integrated Development Environment) of a victim manufacturer with the intent of implanting malware allowing for attack control of the victim IDE environment. The attack then uses this access to exfiltrate sensitive data or information; manipulate said data or information; and conceal these actions. This will allow and aid the attack to meet the goal of future compromise of a recipient of the victim's manufactured product further down in the supply chain.";"";Low;High;"::NATURE:ChildOf:CAPEC ID:444::";"";"::The victim must use email or removable media from systems running the IDE (or systems adjacent to the IDE systems).::The victim must have a system running exploitable applications and/or a vulnerable configuration to allow for initial infiltration.::The attacker must have working knowledge of some if not all of the components involved in the IDE system as well as the infrastructure.::";"::SKILL:Intelligence about the manufacturer's operating environment and infrastructure.:LEVEL:Medium::SKILL:Ability to develop; deploy; and maintain a stealth malicious backdoor program remotely in what is essentially a hostile environment.:LEVEL:High::SKILL:Development skills to construct malicious attachments that can be used to exploit vulnerabilities in typical desktop applications or system configurations. The malicious attachments should be crafted well enough to bypass typical defensive systems (IDS; anti-virus; etc):LEVEL:High::";"";"";"";"";"::The attacker; knowing the victim runs email on a system adjacent to the IDE system; sends a phishing email with a malicious attachment to the victim. When viewed; the malicious attachment installs a backdoor that allows the attacker to remotely compromise the adjacent IDE system from the victim's workstation. The attacker is then able to exfiltrate sensitive data about the software being developed on the IDE system.::";"";"";"";
516;"Hardware Component Substitution During Baselining";Detailed;Draft;"An attacker with access to system components during allocated baseline development can substitute a maliciously altered hardware component for a baseline component in the during the product development and research phase. This can lead to adjustments and calibrations being made in the product; so that when the final product with the proper components is deployed; it will not perform as designed and be advantageous to the attacker.";"";Low;High;"::NATURE:ChildOf:CAPEC ID:444::";"";"::The attacker will need either physical access or be able to supply malicious hardware components to the product development facility.::";"::SKILL:Intelligence data on victim's purchasing habits.:LEVEL:Medium::SKILL:Resources to maliciously construct/alter hardware components used for testing by the supplier.:LEVEL:High::SKILL:Resources to physically infiltrate supplier.:LEVEL:High::";"";"";"";"";"::An attacker supplies the product development facility of a network security device with a hardware component that is used to simulate large volumes of network traffic. The device claims in logs; stats; and via the display panel to be pumping out very large quantities of network traffic; when it is in fact putting out very low volumes. The developed product is adjusted and configured to handle the what it believes to be a heavy network load; but when deployed at the victim site the large volumes of network traffic are dropped instead of being processed by the network security device. This allows the attacker an advantage when attacking the victim in that the attacker's presence may not be detected by the device.::";"";"";"";
520;"Counterfeit Hardware Component Inserted During Product Assembly";Detailed;Draft;"An attacker with either direct access to the product assembly process or to the supply of subcomponents used in the product assembly process introduces counterfeit hardware components into product assembly. The assembly containing the counterfeit components results in a system specifically designed for malicious purposes.";"";Low;High;"::NATURE:ChildOf:CAPEC ID:444::";"";"::The attacker will need either physical access or be able to supply malicious hardware components to the product development facility.::";"::SKILL:Resources to maliciously construct components used by the manufacturer.:LEVEL:High::SKILL:Resources to physically infiltrate manufacturer or manufacturer's supplier.:LEVEL:High::";"";"";"";"";"::A manufacturer of a firewall system requires a hardware card which functions as a multi-jack ethernet card with four ethernet ports. The attacker constructs a counterfeit card that functions normally except that packets from the attacker's network are allowed to bypass firewall processing completely. Once deployed at a victim location; this allows the attacker to bypass the firewall unrestricted.::";"";"";"";
532;"Altered Installed BIOS";Detailed;Stable;"An attacker with access to download and update system software sends a maliciously altered BIOS to the victim or victim supplier/integrator; which when installed allows for future exploitation.";"";Low;High;"::NATURE:ChildOf:CAPEC ID:444::";"";"::Advanced knowledge about the installed target system design.::Advanced knowledge about the download and update installation processes.::Access to the download and update system(s) used to deliver BIOS images.::";"::SKILL:Able to develop a malicious BIOS image with the original functionality as a normal BIOS image; but with added functionality that allows for later compromise and/or disruption.:LEVEL:High::";"";"";"";"";"::An attacker compromises the download and update portion of a manufacturer's web presence; and develops a malicious BIOS that in addition to the normal functionality will also at a specific time of day disable the remote access subsystem's security checks. The malicious BIOS is put in place on the manufacturer's website; the victim location is sent an official-looking email informing the victim of the availability of a new BIOS with bug fixes and enhanced performance capabilities to entice the victim to install the new BIOS quickly. The malicious BIOS is downloaded and installed on the victim's system; which allows for additional compromise by the attacker.::";"";"TAXONOMY NAME:ATTACK:ENTRY ID:1542.001:ENTRY NAME:Pre-OS Boot:System Firmware::";"";
537;"Infiltration of Hardware Development Environment";Detailed;Draft;"An attacker; leveraging the ability to manipulate components of primary support systems and tools within the development and production environments; inserts malicious software within the hardware and/or firmware development environment. The infiltration purpose is to alter developed hardware components in a system destined for deployment at the victim's organization; for the purpose of disruption or further compromise.";"";Low;High;"::NATURE:ChildOf:CAPEC ID:444::";"";"::The victim must use email or removable media from systems running the IDE (or systems adjacent to the IDE systems).::The victim must have a system running exploitable applications and/or a vulnerable configuration to allow for initial infiltration.::The attacker must have working knowledge of some if not all of the components involved in the IDE system as well as the infrastructure.::";"::SKILL:Intelligence about the manufacturer's operating environment and infrastructure.:LEVEL:Medium::SKILL:Ability to develop; deploy; and maintain a stealth malicious backdoor program remotely in what is essentially a hostile environment.:LEVEL:High::SKILL:Development skills to construct malicious attachments that can be used to exploit vulnerabilities in typical desktop applications or system configurations. The malicious attachments should be crafted well enough to bypass typical defensive systems (IDS; anti-virus; etc):LEVEL:High::";"";"";"";"";"::The attacker; knowing the manufacturer runs email on a system adjacent to the hardware development systems used for hardware and/or firmware design; sends a phishing email with a malicious attachment to the manufacturer. When viewed; the malicious attachment installs a backdoor that allows the attacker to remotely compromise the adjacent hardware development system from the manufacturer's workstation. The attacker is then able to exfiltrate and alter sensitive data on the hardware system; allowing for future compromise once the developed system is deployed at the victim location.::";"";"";"";
538;"Open Source Libraries Altered";Detailed;Stable;"An attacker with access to an open source code project (OSS) and knowledge of its particular use for in a system being developed; manufactured; or supported for the victim; can insert malicious code into the open source software used for math libraries in anticipation of inclusion into the system for the purpose of disruption or further compromise within the victim organization.";"";Low;High;"::NATURE:ChildOf:CAPEC ID:444::";"::STEP:1:PHASE:Explore:DESCRIPTION:[Determine the relevent open-source code project to target] The adversary will make the selection based on various criteria: The open-source code currently in use on a selected target system. The depth in the dependency graph of the open source code in relationship to other code bases in use on the target system. Choosing an OSS lower in the graph decreases the probability of discovery; but also decreases the scope of its use within the target system. The programming language in which the open source code is implemented. Different languages present different opportunities for using known software weaknesses. The quality of processes in place to make a contribution. For instance; some contribution sites use static and dynamic analysis tools; which could increase the probability of discovery. The security requirments necessary to make a contribution. For instance; is the ownership lax allowing unsigned commits or anonymous users.::STEP:2:PHASE:Experiment:DESCRIPTION:[Develop a malicious contribution plan] The adversary develops a plan to contribute the malicious code; taking the following into consideration: The adversary will probably avoid easy-to-find software weaknesses; especially ones that static and dynamic analysis tools are likely to discover. Common coding errors or missing edge cases of the algorithm; which can be explained away as being accidental; if discovered; will be preferred by the adversary. Sometimes no identity is required to make a contribution. Other options are to steal an existing identity or create one. When creating a new identity strike a balance between too little or too much detail. Using an stolen identity could cause a notification to be sent to the actual user.::STEP:3:PHASE:Exploit:DESCRIPTION:[Execute the malicious contribution plan] Write the code to be contributed based on the plan and then submit the contribution. Multiple commits; possibly using multiple identities; will help obscure the attack. Monitor the contribution site to try to determine if the code has been uploaded to the target system.::";"::Access to the open source code base being used by the manufacturer in a system being developed or currently deployed at a victim location.::";"::SKILL:Advanced knowledge about the inclusion and specific usage of an open source code project within system being targeted for infiltration.:LEVEL:High::";"";"";"";"";"::An attacker with access to an open source code project introduces a hard-to-find bug in the software that allows under very specific conditions for encryption to be disabled on data streams. The attacker commits the change to the code which is picked up by a manufacturer who develops VPN software. It is eventually deployed at the victim's location where the very specific conditions are met; and the attacker is able to sniff plaintext traffic thought to be encrypted; allowing the attacker to gain access to sensitive data of the victim.::";"";"";"";
